Sample	g__Abiotrophia	g__Absiella	g__Actinobaculum	g__Actinomyces	g__Adlercreutzia	g__Aeriscardovia	g__Agathobaculum	g__Aggregatibacter	g__Akkermansia	g__Alistipes	g__Allisonella	g__Alloscardovia	g__Anaerococcus	g__Anaerofustis	g__Anaerostipes	g__Anaerotruncus	g__Asaccharobacter	g__Atopobium	g__Bacteroides	g__Barnesiella	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Brochothrix	g__Bulleidia	g__Butyricicoccus	g__Butyricimonas	g__Candida	g__Candidatus_Stoquefichus	g__Carnobacterium	g__Catenibacterium	g__Christensenella	g__Citrobacter	g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	g__Clostridiales_unclassified	g__Clostridioides	g__Clostridium	g__Collinsella	g__Coprobacillus	g__Coprobacter	g__Coprococcus	g__Corynebacterium	g__Cutibacterium	g__Dialister	g__Dielma	g__Dorea	g__Eggerthella	g__Eisenbergiella	g__Enorma	g__Enterobacter	g__Enterococcus	g__Enterorhabdus	g__Erysipelatoclostridium	g__Escherichia	g__Eubacterium	g__Faecalibacterium	g__Faecalicoccus	g__Faecalitalea	g__Finegoldia	g__Firmicutes_unclassified	g__Flavonifractor	g__Fusicatenibacter	g__Fusobacterium	g__Gardnerella	g__Gemella	g__Gemmiger	g__Gordonibacter	g__Granulicatella	g__Haemophilus	g__Hafnia	g__Holdemanella	g__Holdemania	g__Hungatella	g__Intestinibacter	g__Klebsiella	g__Lachnoclostridium	g__Lachnospira	g__Lachnospiraceae_unclassified	g__Lactobacillus	g__Lactococcus	g__Lactonifactor	g__Lawsonibacter	g__Leptotrichia	g__Leuconostoc	g__Lysinibacillus	g__Massiliomicrobiota	g__Megasphaera	g__Methanobrevibacter	g__Mogibacterium	g__Monoglobus	g__Odoribacter	g__Olsenella	g__Oribacterium	g__Oscillibacter	g__Parabacteroides	g__Paraclostridium	g__Parasutterella	g__Parvimonas	g__Pediococcus	g__Peptoniphilus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Prevotella	g__Propionibacterium	g__Proteobacteria_unclassified	g__Pseudopropionibacterium	g__Rhodococcus	g__Romboutsia	g__Roseburia	g__Rothia	g__Ruminococcaceae_unclassified	g__Ruminococcus	g__Ruthenibacterium	g__Saccharomyces	g__Scardovia	g__Sellimonas	g__Sharpea	g__Slackia	g__Solobacterium	g__Staphylococcus	g__Streptococcus	g__Turicibacter	g__Turicimonas	g__Tyzzerella	g__Varibaculum	g__Veillonella	g__Weissella
0145-5FF	0	0	0.01793	1.39893	0	0	0	0	0	0	0	0.08304	0	0	0.27242	0	0	0.0503	0	0	5.32722	0	9.78898	0	0	0	0	0	0	0	7.10666	0	0	0	0	0	0	15.06557	0	0	0.02413	0	0	0	0	5.36462	0	0	0.02785	0	2.15114	0	0	0.28043	3.23106	0.21135	0	0	0	0	0	0.03334	0	0	0	0.08797	0	0	0	0	0.97629	0	0	0.00679	0.27683	0	0.00643	0.04284	45.25596	0	0	0	0	1.51559	0	0	0	0	0.03093	0	0	0.03992	0	0	0	0	0	0	0.01695	0	0	0	0.04939	0.14039	0	0	0	0.01144	0.03233	0.05029	0	0	0	0	0	0	0.00984	0.46624	0	0	0.27772	0.27087	0	0	0	0	0
0163-1FF	0	0	0	0	0	0	0	0	0	0.26748	0	0	0	0	0.43475	0.53497	0	0	8.7424	0.93228	0	0	2.98879	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2566	0.24062	0	0	0.97911	0	0	0	0	4.92336	0	0	0	0	0.22532	0	0	75.03412	0.18319	2.19397	0	0	0	0	0	0.38669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89556	0	0	0	0	0	0	0	0	0	0	0	0	0.08527	0	0	0	0.542	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13674	0	0	0.01679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0163-4FF	0	0	0	0.19272	0.58679	0	0.00896	0	0	0	0	0	0	0.05121	5.09253	2.44562	0.94484	0	0.08706	0.0363	0	0	31.10975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06914	0	0	0	0	5.13117	0	0	0	0	11.94646	0.01892	0	0	1.72872	1.7641	0	0	0	0.39717	0	0.80516	0	0	0	0.16313	0.35823	0	0	0	0	0	0	0	0	0	0	1.27633	0	3.53619	0	0	0	0	0	0	0	0	0	0.27114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2013	0.09608	0.1166	0.20239	0.03068	0	0	0	0	0	0	0	0	11.56131	0	0	0	0	0	15.77
0163-5FF	0	0	0	0.01607	0.79759	0	0	0	0.20243	0	0	0	0	0	4.56114	0.15436	0.77906	0	0	0	0	0	39.01582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62003	0	0	0	0	6.27698	0.06855	0	0	0	0.33024	0.00712	0	0	5.96431	0.1575	0.00175	0	0	0	0	0.41382	0	0	0.07431	0	0.04308	0	0	0	0	0	0	0.02845	0	0	0	1.48599	34.04698	0.14744	0	0	0	0	0	0	0	0	0.04813	0.01782	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69903	0	0	0	0.02957	0.01011	0	0.02772	0.19753	0	0	0	0	0	0	0	0	3.54953	0	0	0	0	0	0.22754
0181-1FF	0	0	0	0.02349	0	0	0.07745	0	0	0.09856	0.2702	0	0	0	0.62994	0	0	0	7.43278	0	0.02015	0	0.59314	0	0	0	0	0	0	0	0.01326	0	0	0	0	0	0	0.51991	0	0	0.24821	0	0	0.00109	0	0.56755	0.01357	0	0	0	0.00625	0	0	28.40362	0.48385	0.44981	0	0	0	0	0	0.01483	0	0	0.02839	0.0107	0	0	0	0	0.46844	0	0	0	3.89322	0	0	0	0	5.00812	0	0	0	0	0	0	0.09289	0	0	0	0.06402	0	0	0	0.75809	0	0	0	0	0	0.0599	0	0.00877	0	0	0	0	0	0	0.0189	0	0	0	0	0	0	0	0	0	0	15.75368	0	0	0	0	33.96723	0
0181-4FF	0	0	0	0.19605	0	0	0	0	0	0	0	0	0	0	0.03338	0	0	0	0	0	0	0	9.49808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.92969	0	0	4.50174	0	0	0	0	3.85184	1.03524	0	0.00209	0	27.22309	0	0	0.82902	4.75406	0.02087	0	0	0	0	0	1.4166	0	0	0.09279	0.02931	0.1117	0	0	0	21.75919	0	0	0	0	0	0	0.00697	0.99318	4.4245	0	0	0	0.05079	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01635	0	0	0.1616	0	0	0.69614	0	0	0	0.0117	0.0343	0	0	0	0	0	0	0	0	0	0	0	12.31598	0	0	0	0	0.00374	0
0181-5FF	0	0	0	0.0423	0	0	0	0	0	0	0	0	0	0	0.57112	0	0	0	0	0	0	0	2.6665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11792	0	0	0.45881	0	0	0	0	0.76258	0.02565	0	0	0	5.84666	0	0	0.04658	3.048	0	0	0	0	0	0	0.3052	0	0	0.04589	0	0	0	0	0	2.63241	0	0	0	0	0	0	0.02063	0	0.80044	0	0	0	13.66473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065	0	0	0	0	0	0	0.06664	0.00246	0.00513	0	0	0	0	0	0	0	0	0	0	64.86387	0	0	0	0	0	0
0217-1FF	0	0	0	0.04995	0	0	0	0	0.01895	0	0	0	0.01739	0	0.09044	0	0	0.00659	0.09827	0	6.12766	0	4.42374	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01053	0.75111	0.00082	0	0.75211	0	0	0	0	0.05518	0.39206	0	0	0	74.49272	0	1.22021	0.01698	2.34259	0.07228	0	0	0.02119	0	0	0.46923	0	0	0.20216	0	0.18084	0	0	0	0	0	0	0	0	0.01798	0	1.59918	0	0.01246	0	0	0	0.14825	0	0.0118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02945	0	0	0	0	0	0	0.07764	0	0.03541	0.44924	0	0.01499	0	0.37858	0	0	0	0	0.53797	0	0	0	0	0	0.87407
0217-4FF	0	0	0	0.01615	0	0	0	0	0	0	0	0	0	0.02665	0	0	0	0	1.20725	0	34.46876	0	3.0381	0	0	0	0	0	0	0	0	0	0.34542	0	0	0	0	6.10453	0.01219	0	4.49144	0	0	0	0.02178	4.32326	1.46138	0	0.00333	0	0.88439	0	15.80179	9.22647	1.65019	0.00158	0	0	0	0	0	1.2269	0	0	0.19558	0	0.31725	0	0	0	0	0	0	0	0.09522	3.28808	0	5.29582	0	0.13716	0	0	0	0.01891	0	0.09337	0	0	0	0	0	0	0	0	0.04054	0	0	0	0.05233	0	0	0	0	0	0	0	0	0	0.05598	0	0	0	0	0	0	0	0	0	0	0	5.89569	0	0	0	0	0	0.20253
0217-5FF	0	0	0	0.05698	0	0	0	0	0	0	0	0	0.01154	0	0	0	0	0.00772	0.11238	0	18.93169	0	17.99082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6223	0	0	4.589	0	0	0	0	3.29815	0.41002	0	0.00364	0	27.83062	0	2.53562	0.06059	2.26611	0	0	0	0.00973	0	0	0.31746	0	0.03452	0.13812	0	0.24372	0	0	0	0	0	0	0.09616	0	1.86072	0	5.22105	0	0.98608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101	0	0	0	0	0	0	0	0	0	0	0	0	5.26109	0.0973	0	0	0.00589	0	0
0226-1	0	0	0	0.21489	0	0	0	0	0.14808	0	0	0	0	0	0.4774	0	0	0	0	0	7.56748	0	22.87225	0	0	0	0	0	0	0	0	0	0	0.01704	0	0	0	19.60096	0	0	2.05821	0	0	0	0	33.52919	0	0	0.02772	0	0	0	0.25955	0	5.09912	0	0	0	0	0	0	0.69362	0	0	0.28334	0.09083	0.13885	0	0	0	0.51035	0	0	0	0	0	0	0	0	0.0159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27227	0	5.59621	0	0	0	0	0	0	0	0	0.52674	0	0	0	0	0	0
0226-1FF	0	0	0	0.07897	0.05243	0	0	0	1.09907	0	0	0	0	0.04058	1.37827	0	0.03268	0	0	0	10.89805	0	32.14786	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39043	25.8125	0	0	3.69153	0	0	0	0	15.29757	0.03783	0	0.06617	0	0.00681	0	0.53195	1.11404	1.82811	0.03609	0	0	0	0	0	0.21046	0	0	0.11815	0.11693	0.09199	0	0	0	0.57438	0	0	0	0	0	0	0	0	0.05665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01317	0	0	0	3.89026	0	0	0	0	0	0	0	0	0.38707	0	0	0	0	0	0
0226-4	0	0	0	0.0881	0.31098	0	0	0	0	0	0	0	0	0.15521	9.81442	0	0.26729	0	0	0	2.15322	0	17.99225	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5742	26.31635	0	0	2.39094	0	0	0	0	11.53005	0.22826	0	0.01177	0	0	0	0	0	0.13018	0.14402	0	0	0	0	0	0.01502	0	0	0	0.43352	0.28949	0	0	0	0	0	0	2.78266	0	0	0	0	0.19524	0.13636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02772	0	0.81111	0	0	0	0.15901	0	0	0	1.8804	0	0	0	0	0	0	0	0	17.62903	1.02621	0	0	0	0	2.50697
0226-4FF	0	0	0	0.08338	0.35284	0	0	0	0	0	0	0	0	0.13009	10.9304	0	0.31363	0	0.01071	0	1.79684	0	19.45168	0	0	0	0	0	0.01976	0	0	0	0	0	0	0	0.56415	23.38968	0	0	2.27629	0	0	0	0	10.03241	0.17914	0	0.01404	0	0.9371	0	0	0	0.06979	0.17931	0	0	0	0	0	0.03578	0	0	0.03921	0.82623	0.38689	0	0	0	0	0	0	2.64575	0	0	0	0.01097	0.25227	0.09221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02341	0.03171	0.68234	0	0	0	0.16346	0.0639	0	0	3.41419	0	0	0	0	0	0	0	0	17.76637	0.82447	0	0	0	0	2.00959
0226-5	0	0	0	0.00712	0.05838	0.00444	0	0	0.28203	0	0	0	0	0.04141	7.23058	0	0.06159	0	0.12966	0	37.94582	0	9.00065	0	0	0	0	0	0	0	0	0.00567	0	0	0	0	0.1371	17.64274	0	0	0.19345	0	0	0	0	1.3652	0.02448	0	0.01429	0	19.72363	0	0.19357	0.05207	0.06441	0.14577	0	0	0	0	0	0.29708	0	0	0	0.43107	0.18666	0	0	0	0.0239	0	0	0.54851	0	0	0	0	0.05455	0.08064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11028	0.02436	0	0	3.65753	0	0	0	0	0	0	0	0	0.0303	0.18	0	0	0	0	0.05107
0226-5FF	0	0	0	0	0.0761	0	0	0	0.12057	0	0	0	0	0.04279	7.326	0	0.04745	0	0.19675	0	34.73547	0	10.43927	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1302	17.71248	0	0	0.29646	0	0	0	0	1.29833	0.02215	0	0	0	20.93129	0	0.19274	0.0763	0.04749	0.22865	0	0	0	0	0	0.23514	0	0	0	0.5548	0.26718	0	0	0	0.01693	0	0	0.55905	0	0	0	0	0	0.04748	0	0	0	0	0	0	0	0	0.01533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1572	0.00604	0	0	3.92524	0	0	0	0	0	0	0	0	0.03554	0.18371	0	0	0	0	0.07582
0235-1	0	0	0	0.07723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04242	0	5.34842	0	12.0596	0	0	2.49413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95424	0	0.53037	0	0	0	51.27149	0	0	0	0	0	0	0	0	1.12404	0	0	0	0	0	0	0	0	0	0	6.88585	0	0	0	0	0	0	0	0	0	0	0	0	3.87297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96094	0	0	0	0.60347	0	0	0	0	12.77483	0	0	0	0	0	0
0235-1FF	0	0	0	1.55037	0	0	0	0	0	0	0	0	0	0	1.44954	0	0	0.01102	0.0348	0	4.25259	0	29.73924	0	0	0.17264	0	4.19126	0.18471	0	0	0	0	0.28867	0	0	0	0	0	0	6.91384	0	0	0	0	0.14986	9.20766	0	0	0	0	0	0.65495	0	0.30943	0	0	0	0	0.61096	0	0	0	0	0.09128	0	1.03724	0	0	0	0	0	0	0.58282	0	0	0	0.02403	0.11899	7.86931	0	0	0	0.24611	0	0	0	0	0.17517	0	0	0	0	0	0	0	0	0.0439	0	0	0	0	0	0	0	0	0	0	0	0.62847	0	10.46206	0	0	0	1.87818	0	0	0	0	17.12091	0	0	0	0	0	0
0235-4	0	0	0	0.06722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16751	0	0.53077	0	0	0	0	0	0	0	0	0	0	0	0	0	6.46876	0	0	2.21148	0	0	0	0	0.0215	0	0	0	0	0	0.02365	0	0	0	0	0.12256	0	0	0	0	0.02535	0.31705	0	0	0.01355	0.05767	0	0	0	0	0	0	0.14129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6321	0	16.6459	0	0	0	0	0	0	0	0	72.49543	0	0	0	0	0.0582	0
0235-4FF	0	0	0	0.04738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16301	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11291	0	0.34528	0	0	0	0.00453	0	0	0	0	0	0	0	0	0	40.7694	0	0	3.47021	0	0	0	0	0	0	0	0	0	0	0.01202	0	0	0	0	0.38616	0	0	0	0	0.06526	0.31071	0	0	0	0.02597	0	0	0	0	0	0	0.20968	0	0	0	0	0	0	0	0.00545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3985	0	9.98757	0	0.00594	0	0	0	0	0	0	43.24998	0	0	0	0	0.40405	0
0235-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13464	0	0	0	0	0	0	0	0	0	0.01351	0	0.00353	0.16066	0.73536	0	0	0	0	0	0	0.02649	0	0	0	0	0	0	41.46861	0	0	1.97099	0	0	0	0	0	0	0	0	0	0	0.03748	0	0	0	0	0	0	0	0	0.00907	2.08008	0.48183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01154	0	33.91942	0	0.25836	0	0	0	0	0	0	18.57864	0	0	0	0	0.10981	0
0235-5FF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01033	0	0	0	0.66183	0	0	0	0	0	0	0	0	0	0	0	0	0.07174	0.55849	0	0	0	0	0	0	0.05521	0	0	0	0	0	0	69.77485	0	0	0.94886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86361	0.20079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.30278	0	0.06548	0	0	0	0	0	0	15.17931	0	0	0	0	1.3067	0
0253-1FF	0	0	0	0.09569	0.02665	0	0	0	0	0	0	0	0	0	0.65896	0	0.02727	0	0	0	2.73444	0	15.17747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12105	0	0	0.1721	0	0	0	0	4.17682	0.73634	0	0	0	0	0	0	0	11.73637	0	0	0	0	0	0	0.05836	0	0	0	0.05068	0.12406	0	0	0	0.42087	0	0	0	0	0	0	0	0	0.02398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36257	0	0	0	0	0	0	0	0	0.46269	0	0	49.83364	0	0	0	0	0	0
0253-4	0	0	0	0.17342	1.72147	0	0	0	0	0	0	0	0	0	0	0	0.71597	0	0	0	12.27778	0	30.56824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.62064	0	0	0	0	0	0	0	2.40285	4.10453	0	0.01148	0	0	0.03312	0.03121	0	4.55364	0	0	0	0	0	0	0	0	0	0.07256	0	0.55278	0	0	0	0.52479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95228	0	0	0	0	0	0	0	0	1.57579	0	0	28.10746	0	0	0	0	0	0
0253-4FF	0	0	0	0.09276	0.52619	0	0	0	0	0	0	0	0	0	0.45971	0	0.17252	0	0	0	3.89309	0	21.81277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14878	0	0	0	0	0	0	0	1.61843	0.61899	0	0	0	41.63291	0.00146	0.23832	0	5.86581	0	0	0	0	0	0	0.61661	0	0	0.07397	0	0.0448	0	0	0	0.48614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.21734	0	0	0	0	0	0	0	0	0.45678	0	0	12.98532	0	0	0	0	0	0
0253-5	0	0	0	0.06364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.43619	0	3.11585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.72129	0	0	0	0	0	0	0	1.98911	0.37859	0	0.00354	0	0	0	0	0	2.16549	0	0	0	0	0	0	0	0	0	0.00907	0	0.04232	0	0	0	0.38624	0	0	0	0	0	0	0	0	0.46933	0	0	0	0.00436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71342	0	0	0	0	0	0	0	0	0.70714	0	0	58.79443	0	0	0	0	0	0
0253-5FF	0	0	0	0.18623	0.00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.08861	0	6.09563	0	0	0	0	1.52477	0	0	0	0	0	0	0	0	0	8.56452	0	0	0	0	0	0	0	2.58413	0.47725	0	0	0	0.02257	0	0	0	3.82475	0.0095	0	0	0	0	0	0	0	0	0.02312	0.02664	0.03457	0	0.01567	0	0.52838	0	0	0	0	0	0	0	0	0.85924	0	0	0	0.02703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.31077	0.00618	0	0	0	0	0	0	0	0.76761	0	0	51.0219	0	0	0	0	0	0
0271-1	0	0	0	0.15498	0	0	0	0	0	0	0	0	0	0	0.082	0	0	0	0	0	0.28967	0	11.65859	0	0	0	0	0	0	0	0.25677	0	0	0	0	0	0	37.48783	0	0	0.28849	0	0	0	0	8.32933	0	0	0.10768	0	0	0	0	0	12.24835	0	0	3.97679	0	0	0	0.42068	0	0	0.19945	0	0	0	0	0	21.83435	0	0	0	0	0	0	0	0	0.12747	0	0	0	0.01001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03591	0	0	0	0	0	0	0	0	0.20467	0	0	2.287	0	0	0	0	0	0
0271-1FF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41767	0	0	0	0	0	0.09114	0	14.79746	0	0	0	0	0	0	0	3.22779	0	0	0	0	0	0	34.47194	0	0	0.2774	0	0	0	0	11.42128	0	0	0.05273	0	2.97044	0	0	0	8.40094	0.01592	0	6.51298	0	0	0	0.19766	0	0	0	0.02812	0	0	0	0	14.08431	0	0	0	0	0	0	0	0	0.08142	0	0	0	0.00881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02613	0	0	0	0	0	0.0093	0	0	0	0	0	0	0	0	0.10525	0	0	0.80132	0	0	0	0	0	0
0271-4FF	0	0	0	0	0.01859	0	0	0	0	0	0	0	0	0	5.58437	0	0.00181	0	0	0	0	0	19.51887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03072	0	0	0	0	31.98322	0	0	0	0	4.97976	0	0	0	7.6054	0.03676	0	2.5515	0	0	0	0.10296	0	0	0.04355	0.00648	0	0	0	0	5.05762	0	0	0	0	0	0	0.25171	0.03694	2.29999	0	0	0	0	0	0	0	0.20294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73744	0	0	0	0	1.40523	0	0	0	0	0	0	0	0	0.11586	0	0	17.40816	0.02011	0	0	0	0	0
0271-5	0	0	0	0.11316	0.35403	0	0	0	0	0	0	0	0	0	2.22275	0	0.21241	0	0	0	0	0	29.74646	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42261	6.33418	0	0	0	0	0	0	0	14.81517	0	0	0	0	27.61844	0	0	0	8.14248	0	0	3.07056	0	0	0	0	0	0	0	0	0	0	0	0	4.7564	0	0	0.01064	0	0	0	0	0	0.13768	0	0	0	0	0	0	0	0.75238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55244	0.08844	0	0	0	0	0	0	0	0	0.26514	0	0	0.3533	0.03133	0	0	0	0	0
0271-5FF	0	0	0	0.13951	0.17966	0	0	0	0	0	0	0	0	0	6.66708	0	0.08351	0	0	0	0	0	28.62756	0	0	0	0	0	0	0	0.03445	0	0	0	0	0	0.123	3.20543	0	0	0.55666	0	0	0	0	14.93879	0	0	0	0	22.61533	0	0	0	9.46068	0.12085	0	3.20123	0	0.00852	0	0.21144	0	0	0	0.12189	0	0	0	0	4.42737	0	0	0.04086	0	0	0	0.38194	0.00744	0.13857	0	0	0	0	0	0	0	3.56089	0.01438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21247	0.11655	0	0	0	0	0	0	0	0	0.3245	0	0	0.47337	0.00606	0	0	0	0	0
0299-1FF	0	0	0	0	0	0	0	0	0	2.36495	0	0	0	0	10.29041	0	0	0	47.27181	11.02344	0	0	1.88682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45787	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63423	5.63603	0	0	0	0	0	0.15443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94963	0	0	0	5.114	0	7.04572	0	0	0	0	0	0	0	0.17064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0299-4	0	0	0.01274	0.05728	0	0	0	0	0.03544	0	0	0	0	0	13.45821	0	0	0	0	0	0.03479	0	15.53086	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00403	0.00216	0	0	0.68234	0	0	0	0	0.02921	1.19716	0	0	0	39.94899	0	1.2797	0	9.97205	0	0	0	0	0	0	3.28528	0	0	0.00959	0	0.11922	0	0	0	0	0	0	0.01552	0	0.00309	0	0	0.00773	0.80879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046	0	0	0	0	0	0.04349	0	0	0	0	13.43011	0.02763	0	0	0	0	0
0299-4FF	0	0	0.02156	0.07234	0	0	0	0	0.01872	0	0	0	0	0	11.25009	0	0	0	0.162	0	0.04213	0	14.45471	0	0	0	0	0	0	0	0	0	0	0.00218	0	0	0.01038	0.04299	0	0	2.0116	0	0	0	0	0.08229	1.01357	0	0	0	39.32808	0	1.71004	0	9.94905	0.17898	0	0	0	0	0	6.47659	0	0	0.04825	0	0.09918	0	0	0	0	0	0	0.00791	0	0.00783	0	0	0.0293	0.67294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0.42196	0	0.07152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06716	0	0	0	0	11.7419	0.00216	0	0	0	0	0
0307-1	0	0	0	0.56482	0	0	0	0	0	0	0	0	0	0	0.00957	0	0	0	0	0	14.19985	0	6.65458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.64673	0	0	1.79782	0	0	0	0	1.23153	0.4674	0	0.02917	0	0	0	0	2.81698	28.29502	0	0	0	0	0	0	2.43542	0	0	0	0.53985	0.06519	0	0	0	0	0	0	0	0	0	0	0.04367	0	0.04805	0	0	0	0	0	0	0	0	0.02687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2731	0	0	0	0	0.259	0.01656	0	0	0	0	0	0	0	0	0	0	5.5788	0	0	0	0	0	0
0307-1FF	0	0	0	0.34384	0	0	0	0	0	0.1884	0	0	0	0	0	0	0.00137	0	0.35527	0.31181	10.30249	0	6.97566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.53067	0	0	2.20816	0	0	0	0	0.79322	0.35263	0	0.00571	0	0	0	0	2.09043	28.75683	0	0	0	0	0.24681	0	1.19988	0	0	0	0.97417	0.02255	0	0	0	0	0	0	0	0	0	0	0.00857	0	0.07036	0	0	0	0	0	0	0	0	0.01632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08955	0	0	0	0	0.23025	0.02122	0	0	0	0	0	0	0	0	0	0	6.8671	0	0	0	0	0.03674	0
0307-4	0	0	0	0	0.03143	0	0	0	0	0	0	0	0	0	0.70429	0	0.02656	0	0	0	60.07265	0	11.50642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.17156	0	0	0.39811	0	0	0	0	0.7219	0.27293	0	0.00469	0	0	0	0.02925	0	5.78281	0	0	0	0	0	0	0.48942	0	0	0	0.17482	0.02334	0	0	0	0	0	0	0	0	0	0	0.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59392	0	0	0	0	0.0296	0	0	0	0	0	0	0	0	0	0	0	4.79032	0	0	0	0	0	0
