Sample	richness	shannon	simpson	invsimpson
PU0074_V1	5	0.544423523048077	0.3047835692583	1.43840098677348
PU0074_V2	5	0.995700326390859	0.51667226090534	2.06898946431905
PU0075_V1	4	0.468733067344754	0.22561202446936	1.29134236532374
PU0075_V2	4	0.758009295117945	0.44311289580264	1.79569609793945
PU0078_V1	5	0.64639997729282	0.3429893539466	1.52204535193897
PU0078_V2	5	0.566734132005774	0.28760484403546	1.4037153279714
PU0079_V1	4	0.616783200950019	0.32307890894088	1.47727706110529
PU0079_V2	4	0.882365601154744	0.51670801951354	2.06914254814128
PU0080_V1	6	0.962904513806329	0.56329880257068	2.28989525535214
PU0080_V2	5	1.0864045901335	0.584331302973235	2.40576210610252
PU0082_V1	6	0.997102171294306	0.535908804521294	2.15474891517498
PU0082_V2	6	1.29901293189187	0.659923954099284	2.94051878117857
PU0083_V1	5	0.629837916275023	0.3331572364119	1.49960388655831
PU0083_V2	6	0.669848290697724	0.35666727256234	1.55440560902741
PU0084_V1	5	0.722694038528926	0.47061436675288	1.88898212795509
PU0084_V2	5	0.879667761602217	0.543147309469036	2.18888937446725
PU0085_V1	4	0.8458810251886	0.537931806204333	2.16418271897376
PU0085_V2	3	0.896068470780876	0.55767689956166	2.26079080882053
PU0086_V1	3	0.886802088515366	0.53327150952078	2.14257329560755
PU0086_V2	3	0.863147089214207	0.54855844947182	2.21512618594814
PU0089_V1	3	0.632383696782538	0.43866235588054	1.78145900328606
PU0089_V2	3	0.686356386274855	0.48115016636914	1.92733992608632
PU0091_V1	7	0.711293203903666	0.373059934383483	1.59504880106303
PU0091_V2	7	0.756483688518295	0.41739281347958	1.71642235649792
PU0094_V1	5	0.942525395716243	0.54783312218742	2.21157287070127
PU0094_V2	4	0.679835409794985	0.36120773501422	1.56545414654052
PU0097_V1	4	0.847877271676072	0.511630657150686	2.04763057845863
PU0097_V2	4	0.726045887187631	0.45022332229166	1.81892037357486
PU0098_V1	4	0.777658683613004	0.43748593058674	1.77773331259619
PU0098_V2	5	0.731357797596791	0.37713244951764	1.60547776044134
PU0099_V1	5	0.858192759577144	0.4781004262675	1.9160774415818
PU0099_V2	5	0.928543134487487	0.550397763169047	2.22418822256881
PU0100_V1	5	0.612902532962237	0.35104235410898	1.54093261144492
PU0100_V2	5	0.737284620922252	0.40182916311558	1.67176321267769
PU0102_V1	3	0.653164614735422	0.351092872540902	1.541052575452
PU0102_V2	4	0.876798299019664	0.53117992882974	2.13301447931574
PU0103_V1	5	0.810046547974647	0.513188951404965	2.05418509478381
PU0103_V2	6	0.782633998219208	0.419097594078897	1.72145955982806
PU0104_V1	4	0.463181844152434	0.227512156421106	1.29451875302925
PU0104_V2	4	0.956860503943666	0.56790150963718	2.31428718753526
PU0105_V1	6	0.819961161092908	0.408391567598422	1.69030721205341
PU0105_V2	7	0.92288522725102	0.526183105755094	2.11051993321943
PU0106_V1	6	0.792864844939024	0.44201583346362	1.79216554872404
PU0106_V2	5	0.694029357894524	0.393390007254175	1.64850564936046
PU0107_V1	5	0.75338125509782	0.44731918429674	1.80936260421406
PU0107_V2	4	0.736520881149655	0.412871261814324	1.70320397378293
PU0108_V1	5	0.688998311202022	0.407012005677737	1.68637478258378
PU0108_V2	5	0.816891749888456	0.417643197431296	1.71716033124216
PU0109_V1	4	0.261108086658003	0.111010157024187	1.12487224449336
PU0109_V2	5	0.786441737369127	0.43858020118474	1.78119831561027
PU0112_V1	6	0.343145652817186	0.145393714287436	1.17012946981335
PU0112_V2	5	0.774685105605818	0.43614257338025	1.77349796737602
PU0116_V1	4	0.769626519072365	0.47175599981786	1.89306456799357
PU0116_V2	4	0.779138360674743	0.49339804282552	1.97393631397991
PU0117_V1	4	0.619385615158066	0.306149259109369	1.4412321571011
PU0117_V2	3	0.802896646431015	0.471063212704038	1.89058508316696
PU0118_V1	4	0.995556960983425	0.59679255650518	2.48011294467297
PU0118_V2	4	1.00515422078911	0.600292737095727	2.50183094681342
PU0119_V1	4	0.729774189605139	0.475052234549542	1.90495143672418
PU0119_V2	3	0.40318783701957	0.218605518310781	1.27976332497025
PU0120_V1	5	0.733532641106178	0.36397054862566	1.57225423734575
PU0120_V2	5	0.963644145201328	0.54302554201354	2.1883061132262
PU0122_V1	8	0.736704111277051	0.371921510921774	1.59215769587589
PU0122_V2	5	0.95290300675294	0.57344726645586	2.34437602050092
PU0123_V1	5	0.793580473731545	0.449560815497332	1.8167311269882
PU0123_V2	5	1.08780452939389	0.58841556874696	2.4296351466832
PU0125_V1	5	0.499861152296295	0.241469307745216	1.31833821651624
PU0125_V2	4	0.769367915248986	0.46830763426714	1.88078683172674
PU0126_V1	5	0.995910489618404	0.604555615770937	2.52880060984946
PU0126_V2	5	0.876765001698919	0.508690353385778	2.03537627826226
PU0127_V1	5	0.734410155211306	0.4099686864577	1.69482530341724
PU0127_V2	5	0.710782084583052	0.364427637702384	1.57338496655985
PU0128_V1	4	0.812498870588399	0.510676865757788	2.04363932547078
PU0128_V2	4	0.560102783361007	0.28499436469494	1.39859037554766
PU0129_V1	4	0.909807386377727	0.5560692684159	2.25260368083023
PU0129_V2	5	0.924239151911628	0.49593268039326	1.98386199839373
PU0130_V1	5	0.919107915773618	0.489280703197996	1.9580227460794
PU0130_V2	6	0.971232957560891	0.577321977982299	2.36586703805035
PU0131_V1	4	0.366362119230937	0.16091631042402	1.19177623450807
PU0131_V2	6	0.775096633109371	0.36813455170936	1.58261541710385
PU0134_V1	6	0.85439051660764	0.462166810893893	1.85931255313943
PU0134_V2	5	0.732998367725268	0.405631419586432	1.6824577088247
PU0135_V1	6	0.889259516724563	0.44703142302804	1.80842102362483
PU0135_V2	7	0.664649043573177	0.323727247486046	1.47869331757436
PU0136_V1	4	0.817984731613612	0.47377297131382	1.90032048049048
PU0136_V2	4	0.681423502377998	0.38937286197634	1.63766059143158
PU0138_V1	6	0.793553034527731	0.358673333618763	1.55926776855018
PU0138_V2	6	0.746042685632856	0.35482836772296	1.5499751538527
PU0139_V1	7	0.823174269264095	0.40978359145762	1.69429379720167
PU0139_V2	5	0.843927749615125	0.434113749531866	1.76713959593954
PU0140_V1	4	0.804165337822773	0.50499563292594	2.02018419738585
PU0140_V2	4	0.833245034949008	0.421135275293201	1.72751932760544
PU0141_V1	4	0.717848316941831	0.399255998177976	1.66460255444425
PU0141_V2	4	0.964892438681326	0.551093405990996	2.22763490967999
PU0143_V1	5	1.0997668569382	0.61879317924204	2.62324792093615
PU0143_V2	5	1.1326260310191	0.62244711926388	2.64863559788045
PU0144_V1	6	0.784732117978127	0.42655399814964	1.74384335538701
PU0144_V2	6	0.68242046218567	0.34733333885004	1.53217570242987
PU0145_V1	6	1.4794962323086	0.75287908904292	4.04660211119762
PU0145_V2	6	0.869626476497404	0.44194451148392	1.79193650197598
PU0146_V1	5	0.871192223904519	0.5334146877797	2.14323077432803
PU0146_V2	5	0.889573922146307	0.531433257373083	2.13416768418885
PU0147_V1	7	0.715862732253565	0.36928395819372	1.58549954926807
PU0147_V2	7	1.10176595843102	0.51368228156408	2.05626890012597
PU0148_V1	7	0.596691503875195	0.269176849495787	1.36832009126979
PU0148_V2	6	0.947140239394341	0.486807006344594	1.94858466963302
PU0150_V1	5	0.630459862553612	0.33635453702726	1.50682865444539
PU0150_V2	4	1.01626578798942	0.58977107753628	2.43766332708645
PU0152_V1	3	0.815732012844867	0.480084099510095	1.92338799228437
PU0152_V2	4	0.891705786159034	0.53020362782578	2.12858178400143
PU0153_V1	6	0.504902284659429	0.20876131194514	1.26384113301935
PU0153_V2	6	0.929847087953248	0.476781560941983	1.91124762690008
PU0155_V1	4	0.866254682931507	0.54607751253832	2.20301929871765
PU0155_V2	4	0.997989081376496	0.58920074046106	2.43427897392597
PU0157_V1	5	0.627889018051544	0.331057723616421	1.4948972957819
PU0157_V2	4	0.740640355767488	0.43849699155964	1.78093435826393
PU0158_V1	6	0.813092272159599	0.430587815298553	1.75619705174437
PU0158_V2	7	1.00053142786662	0.544766452906305	2.19667466596916
PU0160_V1	5	0.894440525300172	0.50783294555866	2.03183043435344
PU0160_V2	4	0.849774644234494	0.4899560614543	1.96061539884451
PU0161_V1	4	0.657086636870047	0.34793305260144	1.53358486270394
PU0161_V2	5	1.0007340037223	0.57344282085252	2.34435158727983
PU0163_V1	6	0.957991343770683	0.487100977533731	1.94970151276856
PU0163_V2	6	0.994127508365241	0.52050865097636	2.08554336180672
PU0166_V1	4	0.867114125552836	0.51631235203726	2.06744994256507
PU0166_V2	4	0.903326220688466	0.550518632228561	2.22478632419865
PU0169_V1	5	0.687976398135807	0.347463036574084	1.53248023644492
PU0169_V2	5	0.747874268041546	0.38859432880694	1.63557527696572
PU0170_V1	4	0.918992259258288	0.5309828766687	2.13211831776476
PU0170_V2	4	0.993692064189928	0.57682610598216	2.36309473277159
PU0171_V1	6	0.762296449499641	0.38259648275164	1.61968627010224
PU0171_V2	5	0.714828844699745	0.459745757625904	1.85098037473171
PU0173_V1	6	0.708478906747915	0.373393652095046	1.59589829139695
